orfid	yORF	gene name	GFP tagged?	GFP visualized?	TAP visualized?	abundance	error	localization summary	ambiguous	mitochondrion	vacuole	spindle pole	cell periphery	punctate composite	vacuolar membrane	ER	nuclear periphery	endosome	bud neck	microtubule	Golgi	late Golgi	peroxisome	actin	nucleolus	cytoplasm	ER to Golgi	early Golgi	lipid particle	nucleus	bud	
2674	YMR303C	ADH2	tagged	visualized	TAP visualized	1620	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
184	YMR304W	UBP15	tagged	visualized	TAP visualized	2810	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2384	YMR305C	SCW10	tagged	visualized	TAP visualized	10500	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5619	YMR307W	GAS1	tagged	visualized	TAP visualized	12400	NA	ER,mitochondrion,nuclear periphery	F	T	F	F	F	F	F	T	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
287	YMR308C	PSE1	tagged	visualized	TAP visualized	15500	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
638	YMR309C	NIP1	tagged	visualized	TAP visualized	78900	6150.0	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2924	YMR310C		tagged	visualized	TAP visualized	2540	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3637	YMR311C	GLC8	tagged	visualized	TAP visualized	3440	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1079	YMR313C	TGL3	tagged	visualized	TAP visualized	3210	NA	punctate composite,lipid particle	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F		
3596	YMR314W	PRE5	tagged	visualized	TAP visualized	7210	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2666	YMR315W		tagged	visualized	TAP visualized	9600	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2595	YMR318C	ADH6	tagged	visualized	TAP visualized	21700	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5628	YMR319C	FET4	tagged	visualized	TAP visualized	573	NA	cell periphery,vacuole	F	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2402	YNL001W	DOM34	tagged	visualized	TAP visualized	1720	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
6002	YNL003C	PET8	tagged	visualized	TAP visualized	521	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2141	YNL004W	HRB1	tagged	visualized	TAP visualized	1990	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2503	YNL005C	MRP7	tagged	visualized	TAP visualized	2290	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3040	YNL006W	LST8	tagged	visualized	TAP visualized	589	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2647	YNL007C	SIS1	tagged	visualized	TAP visualized	20300	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
990	YNL008C	ASI3	tagged	visualized	TAP visualized	low signal	NA	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3534	YNL010W		tagged	visualized	TAP visualized	12600	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5136	YNL015W	PBI2	tagged	visualized	TAP visualized	technical problem	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1983	YNL016W	PUB1	tagged	visualized	TAP visualized	49600	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1092	YNL020C	ARK1	tagged	visualized	TAP visualized	1550	NA	actin	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F		
875	YNL021W	HDA1	tagged	visualized	TAP visualized	3050	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1752	YNL022C		tagged	visualized	TAP visualized	922	NA	cytoplasm,nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	T	F	F	F	T	F		
3494	YNL024C		tagged	visualized	TAP visualized	1760	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2877	YNL025C	SSN8	tagged	visualized	TAP visualized	technical problem	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
967	YNL027W	CRZ1	tagged	visualized	TAP visualized	1160	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4982	YNL030W	HHF2	tagged	visualized	TAP visualized	681000	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
4427	YNL031C	HHT2	tagged	visualized	TAP visualized	248000	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3221	YNL032W	SIW14	tagged	visualized	TAP visualized	4070	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2385	YNL035C		tagged	visualized	TAP visualized	3970	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3689	YNL036W	NCE103	tagged	visualized	TAP visualized	2330	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2596	YNL037C	IDH1	tagged	visualized	TAP visualized	10500	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1242	YNL039W	BDP1	tagged	visualized	TAP visualized	low signal	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1955	YNL040W		tagged	visualized	TAP visualized	1470	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
590	YNL041C	COG6	tagged	visualized	TAP visualized	1720	NA	Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F		
2333	YNL042W	BOP3	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
6125	YNL044W	YIP3	tagged	visualized	TAP visualized	5500	NA	Golgi,early Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F		
983	YNL045W		tagged	visualized	TAP visualized	5590	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4094	YNL046W		tagged	visualized	TAP visualized	704	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5636	YNL048W	ALG11	tagged	visualized	TAP visualized	3140	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5367	YNL049C	SFB2	tagged	visualized	TAP visualized	1720	NA	ER to Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F		
2291	YNL051W	COG5	tagged	visualized	TAP visualized	468	NA	Golgi,early Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F		
6179	YNL052W	COX5A	tagged	visualized	TAP visualized	3670	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1761	YNL053W	MSG5	tagged	visualized	TAP visualized	538	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
6007	YNL055C	POR1	tagged	visualized	TAP visualized	technical problem	NA	cytoplasm,mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3906	YNL056W		tagged	visualized	TAP visualized	4530	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2932	YNL058C		tagged	visualized	TAP visualized	low signal	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
762	YNL059C	ARP5	tagged	visualized	TAP visualized	2170	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1167	YNL061W	NOP2	tagged	visualized	TAP visualized	18700	2460.0	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
1826	YNL062C	GCD10	tagged	visualized	TAP visualized	2580	56.0	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2945	YNL063W		tagged	visualized	TAP visualized	13200	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5807	YNL064C	YDJ1	tagged	visualized	TAP visualized	119000	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5575	YNL065W	AQR1	tagged	visualized	not TAP visualized	not visualized	NA	cell periphery,vacuole	F	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2197	YNL066W	SUN4	tagged	visualized	TAP visualized	24700	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3951	YNL067W	RPL9B	tagged	visualized	TAP visualized	76000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
549	YNL068C	FKH2	tagged	visualized	TAP visualized	656	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
6228	YNL070W	TOM7	tagged	visualized	TAP visualized	3250	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1806	YNL071W	LAT1	tagged	visualized	TAP visualized	5440	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3010	YNL072W	RNH35	tagged	visualized	TAP visualized	623	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1331	YNL073W	MSK1	tagged	visualized	TAP visualized	2280	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1991	YNL074C	MLF3	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1295	YNL076W	MKS1	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1539	YNL077W	APJ1	tagged	visualized	TAP visualized	125	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2267	YNL078W	NIS1	tagged	visualized	TAP visualized	504	NA	bud neck,cell periphery	F	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F		
4353	YNL081C	SWS2	tagged	visualized	TAP visualized	259	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
477	YNL082W	PMS1	tagged	visualized	TAP visualized	521	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5712	YNL083W		tagged	visualized	TAP visualized	1170	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2667	YNL084C	END3	tagged	visualized	TAP visualized	2610	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
609	YNL085W	MKT1	tagged	visualized	TAP visualized	3430	NA	cytoplasm,punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5005	YNL086W		tagged	visualized	TAP visualized	195	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
5280	YNL087W		tagged	visualized	TAP visualized	2630	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
112	YNL088W	TOP2	tagged	visualized	TAP visualized	5730	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
6133	YNL090W	RHO2	tagged	visualized	TAP visualized	3870	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
176	YNL091W	NST1	tagged	visualized	TAP visualized	217	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1274	YNL094W	APP1	tagged	visualized	TAP visualized	2290	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5499	YNL095C		tagged	visualized	TAP visualized	low signal	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3025	YNL096C	RPS7B	tagged	visualized	TAP visualized	43500	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2819	YNL097C	PHO23	tagged	visualized	TAP visualized	3250	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5923	YNL098C	RAS2	tagged	visualized	TAP visualized	19800	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3563	YNL099C	OCA1	tagged	visualized	TAP visualized	2310	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3597	YNL100W		tagged	visualized	TAP visualized	5460	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
96	YNL102W	POL1	tagged	visualized	TAP visualized	1050	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
981	YNL103W	MET4	tagged	visualized	TAP visualized	1300	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1164	YNL104C	LEU4	tagged	visualized	TAP visualized	6630	NA	cytoplasm,mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
210	YNL106C	INP52	tagged	visualized	TAP visualized	low signal	NA	actin	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F		
3650	YNL107W	YAF9	tagged	visualized	TAP visualized	259	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3310	YNL108C		tagged	visualized	TAP visualized	1950	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3696	YNL110C	NOP15	tagged	visualized	TAP visualized	4280	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
4673	YNL111C	CYB5	tagged	visualized	TAP visualized	5390	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
525	YNL112W	DBP2	tagged	visualized	TAP visualized	33100	8470.0	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4369	YNL113W	RPC19	tagged	visualized	TAP visualized	8680	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
5497	YNL115C		tagged	visualized	not TAP visualized	not visualized	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1581	YNL116W		tagged	visualized	TAP visualized	1750	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
399	YNL118C	DCP2	tagged	visualized	TAP visualized	8530	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1730	YNL119W		tagged	visualized	TAP visualized	2860	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5527	YNL121C	TOM70	tagged	visualized	TAP visualized	45300	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4754	YNL122C		tagged	visualized	TAP visualized	low signal	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
374	YNL123W		tagged	visualized	TAP visualized	3150	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1735	YNL124W	NAF1	tagged	visualized	TAP visualized	1810	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5480	YNL125C	ESBP6	tagged	visualized	not TAP visualized	not visualized	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
575	YNL126W	SPC98	tagged	visualized	TAP visualized	56.9	NA	punctate composite,spindle pole	F	F	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
421	YNL127W	FAR11	tagged	visualized	TAP visualized	1080	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3541	YNL129W		tagged	visualized	TAP visualized	1460	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5664	YNL130C	CPT1	tagged	visualized	TAP visualized	981	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6180	YNL131W	TOM22	tagged	visualized	TAP visualized	6610	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
323	YNL132W	KRE33	tagged	visualized	TAP visualized	low signal	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
4088	YNL133C	FYV6	tagged	visualized	TAP visualized	468	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2470	YNL134C		tagged	visualized	TAP visualized	3490	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4772	YNL135C	FPR1	tagged	visualized	TAP visualized	43300	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2167	YNL136W		tagged	visualized	TAP visualized	300	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1775	YNL137C	NAM9	tagged	visualized	TAP visualized	3270	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1553	YNL138W	SRV2	tagged	visualized	TAP visualized	8760	NA	actin	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F		
68	YNL139C	RLR1	tagged	visualized	TAP visualized	521	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2684	YNL141W	AAH1	tagged	visualized	TAP visualized	20700	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5707	YNL142W	MEP2	tagged	visualized	TAP visualized	technical problem	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4498	YNL143C		tagged	visualized	TAP visualized	238	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5049	YNL146W		tagged	visualized	not TAP visualized	not visualized	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4312	YNL147W	LSM7	tagged	visualized	TAP visualized	3070	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3429	YNL148C	ALF1	tagged	visualized	TAP visualized	656	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4515	YNL149C		tagged	visualized	not TAP visualized	not visualized	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2256	YNL152W		tagged	visualized	TAP visualized	technical problem	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4516	YNL153C	GIM3	tagged	visualized	TAP visualized	7470	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5644	YNL154C	YCK2	tagged	visualized	TAP visualized	6160	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3281	YNL155W		tagged	visualized	TAP visualized	4280	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3069	YNL156C	YIG2	tagged	visualized	TAP visualized	3390	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4126	YNL157W		tagged	visualized	TAP visualized	low signal	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3894	YNL158W		tagged	visualized	TAP visualized	6940	NA	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
760	YNL161W	CBK1	tagged	visualized	TAP visualized	450	NA	bud neck,cytoplasm	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F		
3258	YNL162W	RPL42A	tagged	visualized	TAP visualized	13600	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5148	YNL162W-A		tagged	visualized	TAP visualized	396	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
267	YNL163C	RIA1	tagged	visualized	TAP visualized	7770	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2653	YNL164C	IBD2	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2015	YNL166C	BNI5	tagged	visualized	not TAP visualized	not visualized	NA	ambiguous,bud neck,cytoplasm,bud	T	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	T		
1058	YNL167C	SKO1	tagged	visualized	TAP visualized	504	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3386	YNL168C		tagged	visualized	TAP visualized	2550	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5706	YNL169C	PSD1	tagged	visualized	TAP visualized	1080	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
49	YNL172W	APC1	tagged	visualized	TAP visualized	178	NA	cytoplasm,nucleus,spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5867	YNL173C	MDG1	tagged	visualized	TAP visualized	1240	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2292	YNL175C	NOP13	tagged	visualized	TAP visualized	3830	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
1097	YNL176C		tagged	visualized	not TAP visualized	not visualized	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2996	YNL177C	MRPL22	tagged	visualized	TAP visualized	1810	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5909	YNL180C	RHO5	tagged	visualized	TAP visualized	2180	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2268	YNL181W		tagged	visualized	TAP visualized	13900	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
689	YNL183C	NPR1	tagged	visualized	TAP visualized	284	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4204	YNL185C	MRPL19	tagged	visualized	TAP visualized	3190	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
682	YNL186W	UBP10	tagged	visualized	TAP visualized	low signal	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1490	YNL189W	SRP1	tagged	visualized	TAP visualized	2790	35.0	cytoplasm,nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3827	YNL190W		tagged	visualized	TAP visualized	1380	NA	ER,cell periphery	F	F	F	F	T	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2615	YNL191W		tagged	visualized	TAP visualized	7300	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5976	YNL194C		tagged	visualized	not TAP visualized	not visualized	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1015	YNL197C	WHI3	tagged	visualized	TAP visualized	5730	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5050	YNL198C		tagged	visualized	not TAP visualized	not visualized	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
